player,year,1st_in,1st_won,2nd_won,bp_saved,v1st_won,v2nd_won,bp_cnvt,hld_rate,brk_rate
Daniela Seguel,2017,73.44,58.78,56.01,45.11,42.29,53.53,53.01,65.26,43.05
Daniela Vismane,2017,62.07,52.78,40.91,37.5,35.14,33.33,25.0,37.5,11.11
Danielle Collins,2017,56.25,37.04,33.33,25.0,25.0,57.14,33.33,14.29,14.29
Danielle Lao,2017,57.28,59.33,53.6,62.28,32.47,34.13,30.95,83.34,5.0
Danka Kovinic,2017,53.77,59.65,40.74,52.48,33.45,50.07,38.93,58.33,28.26
Daria Kasatkina,2017,67.84,59.47,47.31,49.4,40.03,57.49,47.61,68.49,36.43
Daria Saville,2017,62.82,64.2,45.76,45.94,38.7,55.05,51.38,68.36,36.2
Dayana Yastremska,2017,66.01,50.36,54.9,55.82,39.62,70.24,51.85,56.67,45.7
Dea Herdzelas,2017,54.05,46.39,36.36,43.37,27.75,37.71,56.67,26.79,16.34
Deborah Chiesa,2017,62.07,52.78,45.45,16.67,39.62,37.5,20.0,50.0,20.0
Denisa Allertova,2017,60.52,61.9,41.76,37.14,31.64,52.26,43.28,64.9,20.83
Deniz Khazaniuk,2017,71.58,53.87,49.22,61.19,46.22,52.3,50.9,60.38,54.72
Destanee Aiava,2017,54.1,73.03,45.95,54.16,24.04,50.94,35.42,76.07,12.6
Diana Marcinkevica,2017,49.63,60.33,42.72,48.09,36.25,57.18,46.16,53.94,41.04
Dominika Cibulkova,2017,66.02,61.85,48.12,54.97,36.95,58.16,49.46,70.25,35.01
Dominique Schaefer,2017,52.31,76.34,53.65,45.0,58.14,77.12,83.33,82.74,82.14
Donna Vekic,2017,56.16,65.57,46.13,58.81,33.94,53.28,44.41,70.37,26.79
Ekaterina Alexandrova,2017,53.36,65.33,38.27,48.14,34.43,52.03,51.61,63.79,25.88
Ekaterine Gorgodze,2017,78.11,52.09,57.81,58.61,47.66,61.44,53.33,54.85,50.97
Elena Gabriela Ruse,2017,67.06,67.16,52.5,30.0,39.71,53.84,40.28,77.78,41.25
Elena Rybakina,2017,61.63,50.94,57.58,53.85,31.11,33.33,50.0,53.85,25.0
Elena Vesnina,2017,62.29,63.74,46.8,55.01,35.8,55.9,47.54,70.83,29.92
Eleonora Molinaro,2017,71.15,67.13,52.72,66.26,42.77,53.64,59.0,78.12,43.68
Elina Svitolina,2017,58.99,66.22,46.95,52.03,43.13,59.67,48.13,78.55,37.96
Elise Mertens,2017,59.64,61.03,42.95,50.32,41.34,56.36,51.41,69.25,38.72
Elitsa Kostova,2017,67.75,54.74,47.81,52.03,33.45,52.76,49.52,51.79,27.66
Elizaveta Kulichkova,2017,53.34,64.42,42.12,47.56,31.84,53.89,36.59,56.64,27.56
Emiliana Arango,2017,66.67,44.12,29.41,14.29,32.26,53.12,22.22,25.0,25.0
Emilie Francati,2017,63.48,73.97,51.67,78.33,36.66,52.39,47.58,81.8,33.83
Eri Hozumi,2017,59.94,60.48,49.36,54.46,38.72,55.92,50.15,64.94,38.98
Erin Routliffe,2017,50.87,69.52,59.83,9.52,46.98,64.14,43.38,79.17,61.31
Eudice Wong Chong,2017,58.33,67.36,55.04,23.81,46.4,70.11,54.97,68.4,74.76
Eugenia Camacho,2017,63.65,54.9,31.72,31.48,30.08,54.8,74.55,45.19,34.64
Eugenie Bouchard,2017,58.26,59.46,44.75,49.67,35.61,53.1,46.29,64.48,30.32
Evgeniya Rodina,2017,65.51,59.37,42.22,53.79,35.37,51.51,45.57,64.1,29.93
Fang Ying Xun,2017,58.18,58.0,52.44,71.16,22.15,43.73,70.0,74.21,20.0
Fangzhou Liu,2017,63.77,61.95,38.73,38.83,27.44,55.47,42.98,56.32,24.14
Fanny Stollar,2017,52.01,66.57,36.52,56.53,33.25,45.04,42.71,57.03,27.68
Fatma Al Nabhani,2017,52.63,33.33,33.33,41.67,37.14,45.45,40.0,12.5,28.57
Fernanda Brito,2017,48.28,53.57,33.33,61.54,19.05,42.31,0.0,28.57,0.0
Fernanda Secinaro,2017,70.37,34.21,12.5,0.0,44.83,61.54,100.0,0.0,66.67
Ferny Angeles Paz,2017,73.26,72.67,57.78,81.48,57.61,67.94,66.67,88.89,80.0
Fiona Ferro,2017,66.93,46.8,44.14,42.98,27.06,50.06,26.67,58.86,18.33
Florencia Rossi,2017,68.93,67.21,37.47,47.62,53.42,70.59,70.37,71.21,78.33
Francesca Schiavone,2017,57.05,64.32,47.41,51.89,35.12,52.9,45.88,72.23,29.01
Francoise Abanda,2017,65.31,60.84,47.45,62.05,34.03,52.53,43.63,78.75,20.38
Gabriela Ce,2017,67.16,62.23,47.97,58.45,36.43,56.33,46.07,67.78,42.27
Gabriela Dabrowski,2017,70.46,64.76,58.21,63.64,38.94,62.78,50.23,69.61,50.33
Galina Voskoboeva,2017,57.74,63.86,43.86,64.74,36.52,56.11,38.11,61.28,37.02
Garbine Muguruza,2017,65.06,65.92,47.12,57.72,37.44,57.77,50.91,73.61,29.9
Ghazal Pakbaten,2017,66.35,45.38,41.66,12.5,31.42,53.12,100.0,46.04,34.92
Giuliana Olmos,2017,73.74,55.07,48.77,50.3,40.65,64.97,40.17,55.16,45.63
Grace Min,2017,64.7,47.63,46.32,43.81,26.26,53.14,37.33,44.03,16.87
Guadalupe Perez Rojas,2017,54.72,48.28,37.5,60.0,37.93,47.83,33.33,25.0,25.0
Guillermina Grant,2017,69.37,51.74,36.67,54.89,46.18,56.2,44.05,42.5,48.08
Guljan Muhammetkuliyeva,2017,44.08,33.33,21.69,39.9,20.86,44.98,25.4,-1.39,17.26
Hanyu Guo,2017,67.19,51.82,41.18,45.24,30.58,47.5,61.11,47.5,17.5
Hao Chen Tang,2017,57.14,58.33,27.78,44.44,28.12,50.0,100.0,28.57,12.5
Harriet Dart,2017,47.14,51.52,48.65,64.29,22.22,46.15,50.0,37.5,22.22
Heather Watson,2017,58.98,66.34,47.79,60.08,36.41,56.73,49.8,73.3,32.42
Hiroko Kuwata,2017,65.31,43.75,23.53,25.0,31.03,33.33,20.0,14.29,14.29
Hortencia Birnbaumer,2017,48.71,64.81,39.03,56.82,34.29,43.29,35.0,52.22,21.11
Iesha Shepherd,2017,54.93,54.77,43.83,26.45,39.03,53.12,45.24,46.14,40.72
Ilze Hattingh,2017,65.15,56.88,33.24,52.91,24.38,43.25,36.11,47.28,17.55
Ines Murta,2017,67.58,49.23,40.28,55.59,37.88,45.24,48.89,36.26,31.94
Ipek Soylu,2017,58.26,58.49,29.24,41.43,37.89,55.58,41.75,51.57,31.05
Irina Bara,2017,76.96,44.86,47.34,45.56,41.96,58.26,40.84,38.08,40.38
Irina Camelia Begu,2017,62.71,62.15,45.68,54.96,38.55,52.1,53.09,66.82,32.81
Irina Falconi,2017,55.2,59.31,38.02,48.05,35.25,55.1,45.34,55.78,31.35
Irina Khromacheva,2017,55.52,60.95,39.44,43.8,32.99,50.14,32.05,59.46,20.67
Isabella Shinikova,2017,44.39,46.33,31.55,34.38,46.9,70.36,20.56,67.71,18.75
Isid Hernandez,2017,54.15,50.38,31.19,40.4,20.36,52.29,25.0,20.83,12.5
Ivana Jorovic,2017,58.47,65.09,52.49,41.72,46.2,53.13,49.47,68.66,48.73
Jacqueline Cako,2017,62.62,55.95,50.91,46.43,31.41,50.35,41.66,59.72,28.34
Jade Lewis,2017,70.83,49.02,28.57,33.33,38.46,60.71,33.33,40.0,40.0
Jahana Bayramova,2017,52.52,34.88,22.33,33.8,18.99,39.47,55.56,4.76,13.1
Jaimee Fourlis,2017,64.37,58.23,47.37,66.31,36.58,46.78,46.4,64.26,21.56
Jamie Loeb,2017,50.36,62.8,41.77,28.72,34.86,58.17,45.83,57.34,30.57
Jana Cepelova,2017,62.29,59.97,39.57,43.05,38.41,51.2,43.5,59.16,31.52
Jana Fett,2017,56.22,67.7,41.3,52.35,41.65,54.32,49.07,63.23,42.85
Jaqueline Cristian,2017,51.46,65.02,43.86,60.61,32.01,58.32,21.67,61.6,20.54
Jasmine Paolini,2017,57.71,43.81,38.75,63.04,24.52,33.34,0.0,21.43,0.0
Jelena Jankovic,2017,60.63,61.54,42.59,54.01,33.18,50.91,57.15,67.6,26.34
Jelena Ostapenko,2017,52.25,66.46,44.71,51.45,41.4,59.25,49.27,70.87,35.93
Jelena Simic,2017,59.72,52.22,44.97,49.21,29.15,45.67,25.0,42.86,15.28
Jennifer Brady,2017,53.57,66.77,47.81,54.26,34.03,52.31,42.72,74.97,18.9
Jessica Pegula,2017,53.41,70.21,46.34,66.67,31.75,39.13,33.33,69.23,7.69
Ji Hee Choi,2017,42.86,44.44,25.0,33.33,13.04,33.33,0.0,0.0,0.0
Jia Jing Lu,2017,68.0,38.24,31.25,25.0,34.78,35.29,66.67,25.0,25.0
Jia Qi Kang,2017,57.38,60.22,32.34,45.8,30.49,66.36,55.0,43.57,40.0
Jil Teichmann,2017,53.54,55.01,40.61,31.74,25.7,48.12,45.4,42.41,20.09
Jing Jing Lu,2017,54.92,59.24,39.22,47.59,31.2,55.4,36.06,48.16,30.95
Joana Eidukonyte,2017,58.46,54.05,23.71,32.78,34.66,47.86,51.28,28.67,28.5
Johanna Konta,2017,62.2,68.39,49.83,56.71,38.11,57.11,45.89,81.39,32.46
Johanna Larsson,2017,67.54,60.61,44.04,51.53,36.53,52.28,39.56,64.61,30.69
Julia Boserup,2017,61.79,63.03,40.76,56.8,31.63,47.28,35.1,69.26,21.12
Julia Glushko,2017,70.93,58.4,38.62,48.49,41.05,50.69,56.15,57.1,41.48
Julia Goerges,2017,56.61,72.29,48.94,52.89,34.89,55.25,47.22,78.3,29.57
Julia Grabher,2017,62.71,43.24,36.36,36.36,45.76,52.63,41.67,30.0,45.45
Kai Chen Chang,2017,58.63,55.34,36.55,50.48,33.6,54.68,40.52,47.36,28.04
Kai Lin Zhang,2017,54.85,57.51,48.3,47.97,35.04,53.93,48.3,57.11,37.76
Kaia Kanepi,2017,71.55,61.47,44.47,61.3,36.27,54.71,43.26,89.58,3.7
Kaja Juvan,2017,70.83,54.12,42.86,66.67,44.44,52.38,60.0,46.67,37.5
Karen Barbat,2017,66.6,67.82,59.01,31.25,41.72,64.72,41.78,70.0,47.5
Karen Esther Contreras,2017,55.0,34.31,25.42,14.28,21.9,27.34,12.5,8.34,7.14
Karin Knapp,2017,48.08,60.0,29.63,58.33,25.0,78.57,50.0,0.0,33.33
Karla Portalatin,2017,47.83,54.55,33.33,25.0,42.86,33.33,8.33,14.29,12.5
Karman Thandi,2017,51.51,63.01,49.16,36.11,25.86,55.65,40.0,61.39,33.33
Karolina Muchova,2017,62.07,59.26,39.39,36.36,34.55,53.66,36.36,50.0,30.77
Karolina Pliskova,2017,57.82,73.68,48.01,53.96,38.22,57.57,45.76,84.4,31.09
Katarina Zavatska,2017,58.75,59.7,37.17,35.0,33.36,56.02,45.0,50.0,28.52
Katarzyna Piter,2017,70.82,56.24,48.36,59.74,43.92,60.61,48.95,60.95,49.84
Kate Makarova,2017,65.71,64.24,45.13,50.55,35.98,55.27,46.34,71.86,31.59
Katerina Siniakova,2017,62.2,62.12,42.28,55.1,35.69,55.59,49.47,65.1,33.64
Kateryna Baindl,2017,68.78,58.94,46.09,48.34,39.23,56.16,50.34,68.34,33.02
Kateryna Bondarenko,2017,62.77,62.91,43.59,47.7,37.95,55.67,53.04,64.21,39.64
Katharina Gerlach,2017,60.66,45.95,37.5,50.0,28.57,42.86,100.0,25.0,14.29
Katharina Hobgarski,2017,66.67,34.38,43.75,40.0,25.0,25.0,0.0,14.29,0.0
Katharina Lehnert,2017,55.08,66.15,37.41,59.92,32.0,49.63,48.61,58.31,24.63
Katherine Sebov,2017,58.16,85.83,55.76,83.33,36.72,69.23,54.44,95.83,50.0
Katie Boulter,2017,57.47,68.0,43.24,44.44,23.08,55.32,50.0,100.0,0.0
Kayla Day,2017,48.8,66.22,45.1,51.88,32.45,48.66,30.97,66.1,24.01
Kayla Frost,2017,42.59,60.87,22.58,60.0,25.0,37.5,33.33,14.29,14.29
Kelly Williford,2017,64.62,67.96,53.94,73.2,42.85,68.6,53.61,78.57,66.96
Khim Iglupas,2017,53.5,44.07,29.86,23.33,27.62,40.74,36.11,8.93,15.28
Kiana Marshall,2017,55.92,54.23,38.16,48.57,35.46,51.16,27.78,37.5,22.72
Kiki Bertens,2017,55.01,70.04,43.16,52.83,41.04,57.5,49.3,73.07,38.69
Kimiko Date Krumm,2017,51.52,23.53,18.75,0.0,16.67,23.08,0.0,0.0,0.0
Kirsten Andrea Weedon,2017,70.21,58.93,38.45,58.33,45.55,63.06,49.02,60.42,58.33
Kirsten Flipkens,2017,58.79,64.11,46.41,40.27,37.19,54.07,46.74,70.57,28.81
Komola Umarova,2017,57.58,89.47,57.14,0.0,56.25,75.0,85.71,85.71,85.71
Kristie Ahn,2017,64.62,64.92,53.29,49.24,37.37,57.43,45.83,68.3,39.44
Kristina Kucova,2017,66.01,52.15,42.08,43.18,31.27,51.33,41.29,58.35,23.39
Kristina Mladenovic,2017,60.36,68.18,44.61,51.85,38.05,55.94,47.12,72.35,31.8
Kristyna Pliskova,2017,56.42,70.41,46.08,50.33,34.91,52.17,45.85,76.7,27.11
Kurumi Nara,2017,67.99,55.23,43.7,42.26,37.5,58.9,51.62,61.91,31.89
Lara Arruabarrena,2017,58.9,61.0,43.01,46.42,32.92,55.71,46.22,63.02,28.37
Laura Robson,2017,58.65,66.81,43.46,21.43,24.91,55.13,3.57,80.0,5.56
Laura Siegemund,2017,68.57,58.79,42.79,56.49,41.06,58.1,45.1,59.09,42.55
Lauren Davis,2017,60.47,58.97,40.8,50.56,40.79,57.04,55.32,57.41,41.45
Lavinia Tananta,2017,59.01,71.5,40.71,63.81,47.71,79.61,60.17,77.14,88.89
Lena Rueffer,2017,52.46,50.0,41.38,44.44,28.95,46.67,66.67,44.44,22.22
Lesia Tsurenko,2017,63.1,58.95,42.44,44.69,41.05,57.91,48.29,72.24,30.39
Lesley Pattinama Kerkhove,2017,61.43,60.89,44.99,38.26,27.67,54.09,28.18,66.23,20.67
Lin Zhu,2017,56.84,66.19,45.04,51.83,36.95,51.25,41.26,65.04,33.3
Lina Gjorcheska,2017,60.67,69.06,50.32,49.05,32.89,60.59,50.0,70.79,40.79
Lina Qostal,2017,36.73,50.0,29.03,45.45,13.04,28.57,0.0,14.29,0.0
Ling Zhang,2017,52.83,72.27,48.58,53.21,48.53,63.7,51.51,77.49,56.31
Lizette Cabrera,2017,57.98,52.14,31.85,45.39,47.64,63.99,48.87,54.45,41.3
Louisa Chirico,2017,59.25,54.7,37.64,43.85,32.38,48.8,48.75,47.0,24.68
Lucie Hradecka,2017,53.83,73.17,46.88,48.55,33.9,48.42,38.11,76.52,27.31
Lucie Safarova,2017,60.55,69.89,46.73,55.03,36.1,55.65,44.88,80.18,29.19
Luisa Stefani,2017,60.58,66.67,60.98,40.0,32.88,50.98,30.77,82.35,23.53
Luisa Uscocovich,2017,62.86,59.28,29.15,57.68,33.46,43.92,75.0,43.06,21.66
Luksika Kumkhum,2017,60.45,64.15,47.16,46.7,36.08,51.06,48.64,66.4,35.65
Lynelle En Tong Lim,2017,35.64,60.66,26.26,50.0,28.8,60.74,27.69,25.0,25.0
Madison Brengle,2017,73.31,54.54,39.25,43.7,35.79,56.83,43.58,61.07,30.23
Madison Keys,2017,62.71,69.22,49.3,55.42,37.65,54.72,47.84,85.74,21.29
Magda Linette,2017,68.01,63.25,46.87,45.04,35.8,51.05,41.5,70.12,28.45
Magdalena Frech,2017,61.39,61.29,51.28,50.0,31.48,46.67,25.0,66.67,20.0
Magdalena Rybarikova,2017,57.16,66.51,44.86,55.47,38.6,54.2,51.49,78.24,21.55
Mahin Qureshi,2017,65.55,47.24,35.05,33.34,40.33,57.56,43.56,26.98,44.44
Mai El Kamash,2017,56.72,57.89,40.58,31.85,35.37,58.68,33.23,46.67,34.99
Maileen Nuudi,2017,47.46,53.57,38.71,37.5,34.04,50.0,9.09,37.5,11.11
Malene Helgo,2017,52.06,67.7,55.46,68.69,39.32,47.56,27.78,74.24,37.14
Mandy Minella,2017,63.56,59.4,42.51,46.97,31.89,48.62,49.99,65.3,29.4
Marcela Zacarias,2017,57.57,70.26,50.0,56.66,43.44,54.68,37.84,73.75,43.75
Maria Fernanda Alvarez Teran,2017,54.44,73.22,40.03,59.62,22.44,40.94,30.0,69.48,8.82
Maria Irigoyen,2017,68.92,52.94,47.83,60.0,14.29,53.33,16.67,55.56,10.0
Maria Lota Kaul,2017,45.34,67.74,39.76,45.0,31.88,59.41,36.5,52.28,25.0
Maria Sakkari,2017,64.63,58.05,44.41,43.47,39.39,53.84,46.96,68.09,25.26
Maria Sharapova,2017,55.06,68.13,44.27,55.95,38.74,62.26,47.23,80.83,32.33
Mariana Duque Marino,2017,61.1,57.1,41.57,49.14,39.82,59.13,53.06,61.9,36.8
Marie Bouzkova,2017,56.19,48.4,33.62,55.83,25.0,51.89,25.0,31.41,15.38
Marina Erakovic,2017,56.96,65.09,39.14,48.2,29.79,44.86,43.79,63.81,18.67
Marketa Vondrousova,2017,55.68,69.44,46.95,41.59,40.9,57.61,50.24,79.19,32.99
Martina Trevisan,2017,68.12,54.46,36.68,37.3,33.38,55.95,40.37,44.17,30.87
Maryna Zanevska,2017,54.92,61.78,33.34,53.31,29.49,46.83,30.31,49.72,18.71
Maya Tahan,2017,66.67,25.0,20.0,16.67,17.65,30.43,0.0,16.67,0.0
Mayo Hibi,2017,68.42,53.85,44.44,33.33,28.57,48.39,25.0,55.56,11.11
Medhira Samarasinghe,2017,50.0,100.0,78.57,0.0,78.95,64.71,85.71,100.0,100.0
Melisa Morales,2017,63.48,71.11,47.86,75.0,47.62,65.84,55.56,80.0,58.33
Michaella Krajicek,2017,62.72,62.09,44.94,64.1,31.02,45.34,35.42,62.59,24.35
Michelle Larcher De Brito,2017,58.1,57.32,51.22,49.86,39.89,56.7,39.53,63.12,38.8
Michelle Marie Valdez,2017,72.83,53.1,43.28,61.12,50.0,62.5,53.57,43.75,57.94
Mihaela Buzarnescu,2017,67.19,62.48,48.82,53.15,33.87,55.9,35.0,78.78,23.11
Mikaela Molina Bugarija,2017,46.88,46.67,38.24,33.33,41.82,52.17,57.14,40.0,36.36
Mirjam Bjorklund,2017,59.65,51.47,43.48,60.0,42.42,66.67,53.85,46.67,50.0
Mirjana Lucic,2017,57.48,64.56,41.19,51.88,35.06,56.14,52.04,64.92,33.11
Misa Eguchi,2017,67.4,43.01,39.81,28.1,22.44,45.48,19.21,42.56,11.96
Misaki Doi,2017,61.71,60.65,47.14,45.01,34.17,52.79,43.93,68.82,28.16
Miyu Kato,2017,65.8,55.77,41.86,49.36,32.7,51.91,37.81,60.47,24.58
Mona Barthel,2017,61.18,65.8,43.64,53.5,33.75,54.79,46.48,69.32,30.61
Monica Matias,2017,62.52,57.39,58.64,30.0,46.56,69.75,53.55,64.62,65.74
Monica Niculescu,2017,79.6,50.49,45.04,49.67,40.4,56.69,49.0,61.27,29.49
Monica Puig,2017,59.98,67.57,48.94,48.59,36.29,57.61,47.82,73.12,34.95
Montserrat Gonzalez,2017,55.72,70.62,40.1,71.78,35.37,58.84,51.67,70.55,40.62
Myrtille Georges,2017,52.94,60.5,22.7,33.34,36.58,48.79,31.06,69.23,19.23
Myrzaiym Sherikulova,2017,55.39,54.72,26.99,12.5,17.26,55.11,16.66,32.14,7.14
Na Lae Han,2017,59.5,58.6,39.41,48.0,39.01,42.21,34.5,50.5,26.71
Na Ri Kim,2017,71.93,63.41,43.75,0.0,33.33,73.91,62.5,70.0,55.56
Nadia Podoroska,2017,62.09,56.94,43.29,54.82,37.27,59.31,37.86,56.14,41.33
Nao Hibino,2017,62.66,57.29,45.66,54.66,33.9,52.61,42.64,65.84,27.76
Naomi Broady,2017,57.87,74.7,44.93,46.76,23.9,48.38,40.63,75.14,17.94
Naomi Osaka,2017,54.77,66.37,44.83,44.93,35.93,52.28,43.45,72.82,26.53
Natalia Vikhlyantseva,2017,59.34,64.06,44.15,53.4,37.97,54.79,46.19,73.68,31.95
Natalie Gabriela Espinal Sanchez,2017,68.16,54.73,46.8,52.15,50.86,62.42,53.73,56.94,62.05
Nethmi Himashi Waduge,2017,46.28,60.37,29.5,44.64,27.63,49.17,42.65,34.36,28.76
Nicha Lertpitaksinchai,2017,59.62,48.39,38.1,54.55,25.81,48.28,0.0,28.57,0.0
Nicole Gibbs,2017,57.01,55.67,40.64,49.72,37.15,52.33,34.63,58.6,24.27
Nigina Abduraimova,2017,46.67,61.15,39.02,36.94,25.53,46.4,41.48,46.12,21.18
Nina Stojanovic,2017,50.06,52.32,39.75,45.6,34.49,50.58,29.47,55.81,16.61
Noelia Zeballos,2017,65.37,54.13,31.16,45.54,30.72,40.98,26.39,41.32,17.01
Oceane Dodin,2017,50.95,65.49,38.91,50.79,35.29,53.65,46.0,69.06,25.28
Ola Abou Zekry,2017,64.91,54.05,35.0,28.57,25.0,50.0,50.0,44.44,11.11
Olesya Pervushina,2017,67.86,65.79,27.78,42.86,16.22,52.38,0.0,60.0,0.0
Olga Govortsova,2017,58.73,52.43,56.58,44.05,34.07,44.44,38.88,58.75,28.47
Olga Saez Larra,2017,52.16,63.74,47.49,56.41,50.85,66.56,46.66,61.04,57.5
Ons Jabeur,2017,49.99,65.23,48.32,62.35,34.81,53.2,37.57,77.11,23.56
Paige Mary Hourigan,2017,53.2,79.65,56.85,51.85,52.17,68.47,58.93,92.16,68.95
Patricia Maria Tig,2017,56.34,57.99,41.68,44.25,31.99,50.3,30.78,55.78,21.82
Patty Schnyder,2017,64.58,64.66,55.87,67.85,33.06,50.57,30.56,79.84,25.49
Paula Badosa,2017,49.28,55.88,37.14,53.85,40.0,50.0,80.0,45.45,36.36
Paulina Bakaite,2017,67.58,55.48,51.5,59.89,29.01,52.7,26.82,60.62,26.82
Pauline Parmentier,2017,57.06,62.6,44.93,53.54,35.81,55.52,45.21,64.2,33.95
Peangtarn Plipuech,2017,63.91,56.91,33.76,24.17,37.32,55.4,65.78,43.69,43.3
Petra Krejsova,2017,73.82,67.17,47.44,12.5,29.01,56.3,68.75,62.12,27.5
Petra Kvitova,2017,58.04,74.6,47.53,45.72,38.4,52.61,46.09,83.58,22.31
Petra Martic,2017,68.87,66.08,50.27,49.61,38.21,60.14,51.48,96.43,2.86
Polina Monova,2017,55.1,40.74,36.36,40.0,29.41,59.09,28.57,14.29,25.0
Polona Hercog,2017,60.43,66.67,48.55,45.47,45.42,46.13,48.18,91.67,7.81
Prarthana G Thombare,2017,46.67,14.29,25.0,0.0,16.67,50.0,0.0,0.0,0.0
Priscilla Hon,2017,55.17,64.23,50.36,62.04,35.21,54.71,51.03,69.98,32.84
Qiang Wang,2017,63.55,64.35,50.37,56.0,40.93,55.23,49.17,70.39,41.52
Quirine Lemoine,2017,62.3,57.87,32.72,50.0,27.95,57.36,44.28,61.11,18.75
Rebecca Peterson,2017,64.21,63.64,48.59,73.08,35.12,51.09,59.76,73.49,27.58
Rebecca Sramkova,2017,54.9,67.64,41.82,48.29,35.38,59.48,43.45,59.43,35.56
Rebeka Masarova,2017,47.88,67.08,39.44,46.53,41.44,44.0,50.0,52.22,32.22
Renata Voracova,2017,64.29,55.56,35.0,42.86,18.18,25.0,0.0,50.0,0.0
Renata Zarazua,2017,69.87,54.3,37.52,53.67,40.17,46.82,38.45,45.68,33.42
Richel Hogenkamp,2017,59.02,61.5,48.59,47.78,34.18,53.61,39.41,71.78,24.14
Riko Sawayanagi,2017,61.18,62.82,40.0,68.89,36.72,48.68,47.72,63.89,33.34
Risa Ozaki,2017,69.68,54.63,44.32,48.96,34.77,55.17,48.52,55.71,26.27
Roberta Vinci,2017,60.39,60.78,45.79,47.97,33.46,52.82,40.49,64.96,27.1
Rosaline Zafir Chavez Tello,2017,55.03,58.05,37.21,30.76,38.85,49.27,40.74,40.48,31.87
Roshenka Fernando,2017,47.22,47.06,15.79,44.44,17.24,54.55,0.0,16.67,0.0
Sabina Sharipova,2017,49.91,65.04,47.09,53.87,40.2,56.71,44.16,65.16,44.12
Sabine Lisicki,2017,55.65,69.46,42.37,41.82,28.65,54.8,47.87,75.82,24.37
Sachia Vickery,2017,54.54,64.5,43.07,48.15,46.8,65.31,51.06,66.97,34.59
Sadaf Sadeghvaziri,2017,54.02,50.9,30.84,41.66,35.33,61.03,61.11,29.36,51.59
Saisai Zheng,2017,64.58,56.0,45.38,49.16,37.53,47.97,56.9,65.24,27.35
Samantha Crawford,2017,52.04,68.73,48.88,50.0,39.57,48.59,41.66,70.28,34.09
Samantha Stosur,2017,62.35,67.44,49.02,54.43,36.49,56.29,47.74,74.71,30.32
Sandra Samir,2017,61.98,71.54,56.25,24.58,55.07,66.75,35.48,69.89,30.83
Sara Amiri,2017,31.71,53.85,17.86,45.45,30.0,52.94,40.0,14.29,25.0
Sara Errani,2017,78.93,53.4,40.69,43.18,43.24,58.06,55.86,54.73,46.62
Sara Sorribes Tormo,2017,63.35,56.25,32.85,44.81,37.38,55.35,52.12,50.64,37.72
Sarah Mahboob Khan,2017,47.13,60.98,43.48,54.55,33.33,56.67,80.0,58.33,33.33
Serena Williams,2017,55.93,79.6,46.73,51.48,37.93,59.78,51.3,83.89,44.68
Sesil Karatantcheva,2017,61.7,48.28,22.22,14.29,40.0,28.57,50.0,25.0,14.29
Shelby Rogers,2017,61.63,64.98,48.26,53.42,33.62,53.18,51.93,72.87,26.96
Shenelle Mohammed,2017,61.11,40.91,21.43,16.67,28.12,27.27,0.0,28.57,0.0
Shiho Akita,2017,54.3,64.28,45.45,62.5,42.6,59.92,42.42,66.66,33.33
Shuai Peng,2017,63.7,63.55,47.64,53.98,39.59,58.55,48.76,70.68,40.49
Shuai Zhang,2017,62.17,63.93,43.13,50.96,39.22,54.87,47.69,73.23,31.16
Shuko Aoyama,2017,70.96,39.33,15.0,18.06,35.56,69.91,46.66,17.14,34.42
Silvia Soler Espinosa,2017,65.26,56.0,36.88,50.0,34.7,46.8,44.5,48.63,24.64
Simona Halep,2017,66.55,63.62,47.73,56.29,41.85,59.52,49.88,76.72,35.42
Sloane Stephens,2017,67.98,60.59,46.4,59.49,33.64,52.3,49.7,73.12,17.56
Sofia Kenin,2017,64.35,62.77,41.79,47.27,34.13,51.63,56.59,80.9,13.33
Sofia Shapatava,2017,54.12,58.85,45.94,45.15,39.8,46.63,29.2,49.12,24.65
Sofya Zhuk,2017,53.73,63.89,48.39,42.86,28.57,50.0,33.33,100.0,0.0
Sorana Cirstea,2017,57.64,64.22,45.62,50.72,37.31,55.87,44.91,68.83,31.35
Stefanie Voegele,2017,55.55,63.65,42.51,53.29,34.73,52.94,43.98,57.23,35.88
Steffi Carruthers,2017,54.89,52.1,38.48,40.66,43.95,67.4,67.54,37.78,61.62
Su Jeong Jang,2017,65.17,63.93,46.65,45.45,37.85,57.16,46.04,64.81,36.69
Su Wei Hsieh,2017,63.43,56.91,39.7,44.98,37.97,52.53,49.81,58.35,33.12
Svetlana Kuznetsova,2017,66.52,64.28,49.16,55.39,39.75,57.38,53.57,77.41,32.17
Sydney Clarke,2017,73.3,40.33,35.57,32.2,35.33,55.24,37.35,25.72,27.86
Takhmina Burkhanova,2017,58.45,57.05,33.52,42.78,45.05,66.47,71.53,43.75,68.75
Tamara Korpatsch,2017,66.23,57.46,53.62,56.65,34.4,52.74,46.79,58.71,33.83
Tamara Zidansek,2017,72.13,59.91,54.86,46.78,42.43,52.04,74.28,69.36,39.64
Tamira Paszek,2017,73.72,56.9,37.5,68.18,46.04,46.44,44.88,61.11,47.92
Tania Lea Aizenman Sanchez,2017,64.15,52.94,36.84,37.5,24.14,44.44,0.0,28.57,0.0
Tara Moore,2017,50.0,55.88,38.24,71.43,27.78,8.33,0.0,33.33,0.0
